source,record,beat_index,qrs_onset_error_ms,t_offset_error_ms,qrs_onset_sigma_ms,t_offset_sigma_ms,qt_error_ms
same_protocol_validation,sel16273,1,2.0360107421875,-7.7947998046875,16.619112014770508,31.014055252075195,-9.830810546875
same_protocol_validation,sel16273,2,-2.62689208984375,-12.5670166015625,15.781488418579102,29.72935676574707,-9.94012451171875
same_protocol_validation,sel16273,3,0.5582275390625,-4.6812744140625,15.873350143432617,29.820011138916016,-5.239501953125
same_protocol_validation,sel16273,4,5.72216796875,-12.329345703125,16.268577575683594,30.42737579345703,-18.051513671875
same_protocol_validation,sel16273,5,-5.54119873046875,-12.5291748046875,16.03277015686035,30.064899444580078,-6.98797607421875
same_protocol_validation,sel16273,6,-6.6654052734375,-22.985107421875,16.1704158782959,30.362110137939453,-16.3197021484375
same_protocol_validation,sel16273,7,3.0263671875,-5.178466796875,16.638612747192383,31.02446937561035,-8.204833984375
same_protocol_validation,sel16273,8,-3.282470703125,-34.821044921875,16.274553298950195,30.586793899536133,-31.53857421875
same_protocol_validation,sel16273,9,-10.954833984375,-4.9183349609375,15.93415641784668,29.92633056640625,6.0364990234375
same_protocol_validation,sel16273,10,-4.635986328125,-3.5955810546875,16.50952911376953,30.78397560119629,1.0404052734375
same_protocol_validation,sel16273,11,-14.49578857421875,2.918701171875,15.466730117797852,29.19809341430664,17.41448974609375
same_protocol_validation,sel16273,12,2.39276123046875,-14.034423828125,15.64904499053955,29.405609130859375,-16.42718505859375
same_protocol_validation,sel16273,13,-5.302734375,-4.2894287109375,15.711238861083984,29.570995330810547,1.0133056640625
same_protocol_validation,sel16273,14,-5.24700927734375,-7.1444091796875,15.563570976257324,29.35041618347168,-1.89739990234375
same_protocol_validation,sel16273,15,9.64520263671875,-6.18310546875,15.358664512634277,28.951509475708008,-15.82830810546875
same_protocol_validation,sel16273,16,2.6536865234375,-4.244384765625,16.079357147216797,30.222461700439453,-6.8980712890625
same_protocol_validation,sel16273,17,-5.073486328125,-15.2904052734375,16.136442184448242,30.164886474609375,-10.2169189453125
same_protocol_validation,sel16273,18,-11.50750732421875,-13.6260986328125,16.020044326782227,30.10851287841797,-2.11859130859375
same_protocol_validation,sel16273,19,0.5699462890625,-19.3377685546875,15.95138168334961,29.88933753967285,-19.90771484375
same_protocol_validation,sel16273,20,-2.55352783203125,4.3543701171875,16.82964515686035,31.457212448120117,6.90789794921875
same_protocol_validation,sel16273,21,-9.5047607421875,-14.353759765625,16.506752014160156,30.83087921142578,-4.8489990234375
same_protocol_validation,sel16273,22,-1.264404296875,-15.0281982421875,15.279847145080566,28.836715698242188,-13.7637939453125
same_protocol_validation,sel16273,23,-2.103759765625,-2.4993896484375,16.926780700683594,31.526365280151367,-0.3956298828125
same_protocol_validation,sel16273,24,-7.65667724609375,-12.021484375,16.097063064575195,30.155078887939453,-4.36480712890625
same_protocol_validation,sel16273,25,2.76605224609375,-21.2137451171875,15.905689239501953,29.767900466918945,-23.97979736328125
same_protocol_validation,sel16273,26,1.0042724609375,-18.93896484375,15.987247467041016,30.016569137573242,-19.9432373046875
same_protocol_validation,sel16273,27,-10.22479248046875,-19.192626953125,16.31627082824707,30.49253273010254,-8.96783447265625
same_protocol_validation,sel16273,28,1.87109375,-30.016845703125,15.942532539367676,29.835628509521484,-31.887939453125
same_protocol_validation,sel16273,29,5.69110107421875,-29.3795166015625,15.422762870788574,29.071922302246094,-35.07061767578125
same_protocol_validation,sel14157,0,9.84149169921875,-41.3575439453125,15.5707426071167,29.5642147064209,-51.19903564453125
same_protocol_validation,sel14157,1,1.330322265625,-61.5174560546875,15.508166313171387,29.507497787475586,-62.8477783203125
same_protocol_validation,sel14157,2,-3.9820556640625,-51.6619873046875,15.69285774230957,29.88463592529297,-47.679931640625
same_protocol_validation,sel14157,3,-9.49920654296875,-74.22119140625,15.326738357543945,29.19144058227539,-64.72198486328125
same_protocol_validation,sel14157,4,-10.11181640625,-71.9156494140625,15.502496719360352,29.446399688720703,-61.8038330078125
same_protocol_validation,sel14157,5,-2.66943359375,-65.1715087890625,15.480372428894043,29.47566032409668,-62.5020751953125
same_protocol_validation,sel14157,6,-7.357666015625,-85.3388671875,15.575271606445312,29.444107055664062,-77.981201171875
same_protocol_validation,sel14157,7,2.23199462890625,-65.2694091796875,15.571529388427734,29.677675247192383,-67.50140380859375
same_protocol_validation,sel14157,8,9.05902099609375,-53.0926513671875,15.366209983825684,29.266239166259766,-62.15167236328125
same_protocol_validation,sel14157,9,-1.0538330078125,-61.142333984375,15.40329360961914,29.243602752685547,-60.0885009765625
same_protocol_validation,sel14157,10,-1.668212890625,-64.826171875,15.46619701385498,29.386966705322266,-63.157958984375
same_protocol_validation,sel14157,11,-10.64447021484375,-67.80712890625,15.111772537231445,28.873397827148438,-57.16265869140625
same_protocol_validation,sel14157,12,-4.2403564453125,-61.2672119140625,15.276511192321777,29.190242767333984,-57.02685546875
same_protocol_validation,sel14157,13,-9.34991455078125,-74.973388671875,15.360372543334961,29.26502799987793,-65.62347412109375
same_protocol_validation,sel14157,14,7.36151123046875,-59.4051513671875,15.256170272827148,29.0458984375,-66.76666259765625
same_protocol_validation,sel14157,15,10.8751220703125,-56.177001953125,15.551132202148438,29.532835006713867,-67.0521240234375
same_protocol_validation,sel14157,16,-10.20562744140625,-46.647705078125,15.344844818115234,29.259754180908203,-36.44207763671875
same_protocol_validation,sel14157,17,-10.720703125,-67.9847412109375,15.251952171325684,29.0282039642334,-57.2640380859375
same_protocol_validation,sel14157,18,1.5474853515625,-74.066162109375,15.340520858764648,29.14954376220703,-75.6136474609375
same_protocol_validation,sel14157,19,22.39947509765625,-69.012939453125,15.411006927490234,29.30201530456543,-91.41241455078125
same_protocol_validation,sel14157,20,-5.1756591796875,-64.0743408203125,15.408371925354004,29.334001541137695,-58.898681640625
same_protocol_validation,sel14157,21,7.5579833984375,-61.1483154296875,15.40014362335205,29.40448570251465,-68.706298828125
same_protocol_validation,sel14157,22,-5.7142333984375,-63.5289306640625,15.417526245117188,29.426395416259766,-57.814697265625
same_protocol_validation,sel14157,23,-4.4725341796875,-76.73828125,15.44475269317627,29.382972717285156,-72.2657470703125
same_protocol_validation,sel14157,24,-12.86859130859375,-55.9971923828125,15.407856941223145,29.430017471313477,-43.12860107421875
same_protocol_validation,sel14157,25,-6.4071044921875,-43.6270751953125,15.564261436462402,29.79340362548828,-37.219970703125
same_protocol_validation,sel14157,26,-11.14752197265625,-52.5457763671875,15.488567352294922,29.40624237060547,-41.39825439453125
same_protocol_validation,sel14157,27,7.16314697265625,-46.2467041015625,15.389293670654297,29.365127563476562,-53.40985107421875
same_protocol_validation,sel14157,28,-1.2479248046875,-42.5369873046875,15.583934783935547,29.627704620361328,-41.2890625
same_protocol_validation,sel14157,29,20.16925048828125,-42.822509765625,15.603653907775879,29.7056941986084,-62.99176025390625
same_protocol_validation,sel808,0,20.6656494140625,44.283203125,14.124581336975098,27.167280197143555,23.6175537109375
same_protocol_validation,sel808,1,8.21661376953125,38.2923583984375,14.457040786743164,27.813562393188477,30.07574462890625
same_protocol_validation,sel808,2,18.71917724609375,-22.818603515625,14.26926040649414,27.291173934936523,-41.53778076171875
same_protocol_validation,sel808,3,13.2100830078125,15.2386474609375,14.36918830871582,27.519269943237305,2.028564453125
same_protocol_validation,sel808,4,14.9835205078125,-8.221435546875,14.868791580200195,28.346736907958984,-23.2049560546875
same_protocol_validation,sel808,5,6.3612060546875,-23.1328125,14.431970596313477,27.50637435913086,-29.4940185546875
same_protocol_validation,sel808,6,13.45245361328125,13.009521484375,14.75469970703125,28.048927307128906,-0.44293212890625
same_protocol_validation,sel808,7,4.718505859375,-25.8839111328125,15.260478019714355,28.964740753173828,-30.6024169921875
same_protocol_validation,sel808,8,6.3638916015625,12.4827880859375,14.677244186401367,27.920303344726562,6.118896484375
same_protocol_validation,sel808,9,4.05780029296875,8.0968017578125,14.243130683898926,27.280841827392578,4.03900146484375
same_protocol_validation,sel808,10,9.7412109375,16.337158203125,14.414597511291504,27.63444709777832,6.595947265625
same_protocol_validation,sel808,11,22.53448486328125,-19.53857421875,14.121403694152832,27.071170806884766,-42.07305908203125
same_protocol_validation,sel808,12,19.9036865234375,29.20458984375,14.193489074707031,27.211334228515625,9.3009033203125
same_protocol_validation,sel808,13,27.63543701171875,25.09033203125,14.410005569458008,27.532197952270508,-2.54510498046875
same_protocol_validation,sel808,14,16.74554443359375,6.415771484375,14.315768241882324,27.544042587280273,-10.32977294921875
same_protocol_validation,sel808,15,21.8031005859375,-14.9407958984375,14.231101036071777,27.41437530517578,-36.743896484375
same_protocol_validation,sel808,16,14.40545654296875,32.297607421875,14.34018611907959,27.678997039794922,17.89215087890625
same_protocol_validation,sel808,17,12.98638916015625,19.01416015625,14.416123390197754,27.770465850830078,6.02777099609375
same_protocol_validation,sel808,18,13.8594970703125,13.375,14.391575813293457,27.677120208740234,-0.4844970703125
same_protocol_validation,sel808,19,20.4385986328125,-30.984619140625,14.47808837890625,27.68072509765625,-51.4232177734375
same_protocol_validation,sel808,20,16.05877685546875,2.4210205078125,14.462100982666016,27.76254653930664,-13.63775634765625
same_protocol_validation,sel808,21,28.7685546875,17.487548828125,14.330144882202148,27.389366149902344,-11.281005859375
same_protocol_validation,sel808,22,4.8800048828125,10.825927734375,14.45557975769043,27.63414192199707,5.9459228515625
same_protocol_validation,sel808,23,20.48876953125,-30.5499267578125,14.303568840026855,27.539234161376953,-51.0386962890625
same_protocol_validation,sel808,24,21.3551025390625,20.6668701171875,14.191878318786621,27.332454681396484,-0.688232421875
same_protocol_validation,sel808,25,19.713623046875,-14.5550537109375,14.360302925109863,27.647798538208008,-34.2686767578125
same_protocol_validation,sel808,26,29.91925048828125,-3.49609375,14.28322982788086,27.467105865478516,-33.41534423828125
same_protocol_validation,sel808,27,13.2840576171875,-7.4154052734375,14.621097564697266,28.088478088378906,-20.699462890625
same_protocol_validation,sel808,28,13.65087890625,-20.2120361328125,14.315125465393066,27.568981170654297,-33.8629150390625
same_protocol_validation,sel808,29,16.9598388671875,-18.6641845703125,14.153518676757812,27.329898834228516,-35.6240234375
same_protocol_validation,sel301,0,-11.4129638671875,-76.4156494140625,16.503501892089844,30.980695724487305,-65.002685546875
same_protocol_validation,sel301,1,-16.92645263671875,-43.677734375,16.58033561706543,31.070451736450195,-26.75128173828125
same_protocol_validation,sel301,2,-12.17987060546875,-59.3643798828125,16.41841697692871,30.828306198120117,-47.18450927734375
same_protocol_validation,sel301,3,-13.4578857421875,-54.161865234375,16.360132217407227,30.69795799255371,-40.7039794921875
same_protocol_validation,sel301,4,-10.10699462890625,-69.9410400390625,16.170116424560547,30.401185989379883,-59.83404541015625
same_protocol_validation,sel301,5,-10.47686767578125,-64.8472900390625,15.890641212463379,30.01433563232422,-54.37042236328125
same_protocol_validation,sel301,6,-15.43572998046875,-73.8360595703125,15.919953346252441,30.02713394165039,-58.40032958984375
same_protocol_validation,sel301,7,-15.95263671875,-32.3109130859375,15.547758102416992,29.469112396240234,-16.3582763671875
same_protocol_validation,sel301,8,-12.708740234375,-28.1807861328125,15.137042045593262,28.71640396118164,-15.4720458984375
same_protocol_validation,sel301,9,-5.6717529296875,-51.02783203125,15.99310302734375,30.11271858215332,-45.3560791015625
same_protocol_validation,sel301,10,-23.7042236328125,-24.1834716796875,15.73794937133789,29.648820877075195,-0.479248046875
same_protocol_validation,sel301,11,-11.82684326171875,-29.6199951171875,15.345577239990234,29.067651748657227,-17.79315185546875
same_protocol_validation,sel301,12,-14.62408447265625,-45.7607421875,15.43360710144043,29.291259765625,-31.13665771484375
same_protocol_validation,sel301,13,-14.72613525390625,-32.361328125,15.976960182189941,30.037761688232422,-17.63519287109375
same_protocol_validation,sel301,14,-10.83892822265625,-33.5948486328125,15.178935050964355,28.782339096069336,-22.75592041015625
same_protocol_validation,sel301,15,-14.40966796875,-73.7626953125,16.689802169799805,31.33236312866211,-59.35302734375
same_protocol_validation,sel301,16,-14.98529052734375,-28.1407470703125,15.729978561401367,29.77290916442871,-13.15545654296875
same_protocol_validation,sel301,17,-19.34991455078125,-9.2642822265625,15.652881622314453,29.716278076171875,10.08563232421875
same_protocol_validation,sel301,18,-25.24554443359375,-36.730712890625,15.564046859741211,29.538738250732422,-11.48516845703125
same_protocol_validation,sel301,19,-22.46844482421875,-21.721923828125,15.971854209899902,30.23079490661621,0.74652099609375
same_protocol_validation,sel301,20,-8.97650146484375,-46.4727783203125,16.245624542236328,30.7109317779541,-37.49627685546875
same_protocol_validation,sel301,21,-11.240478515625,-52.7996826171875,16.136531829833984,30.491355895996094,-41.5592041015625
same_protocol_validation,sel301,22,-19.35089111328125,-23.15087890625,15.714326858520508,29.742191314697266,-3.79998779296875
same_protocol_validation,sel301,23,-14.8092041015625,-34.80712890625,15.945252418518066,30.05354881286621,-19.9979248046875
same_protocol_validation,sel301,24,-10.49578857421875,-74.008056640625,16.306827545166016,30.811758041381836,-63.51226806640625
same_protocol_validation,sel301,25,-20.67279052734375,-24.4425048828125,15.384407997131348,29.192081451416016,-3.76971435546875
same_protocol_validation,sel301,26,-16.8089599609375,-48.9637451171875,15.652082443237305,29.594581604003906,-32.15478515625
same_protocol_validation,sel301,27,-24.4993896484375,-45.8057861328125,15.666980743408203,29.6092586517334,-21.306396484375
same_protocol_validation,sel301,28,-20.401123046875,-80.3797607421875,15.746699333190918,29.78553581237793,-59.9786376953125
same_protocol_validation,sel301,29,-18.1724853515625,-64.8065185546875,15.592720031738281,29.378963470458984,-46.634033203125
same_protocol_validation,sel16773,0,11.00946044921875,27.3388671875,14.520408630371094,27.61579704284668,16.32940673828125
same_protocol_validation,sel16773,1,8.7796630859375,23.0384521484375,14.79577350616455,28.011703491210938,14.2587890625
same_protocol_validation,sel16773,2,12.9486083984375,8.84619140625,14.993627548217773,28.454317092895508,-4.1024169921875
same_protocol_validation,sel16773,3,10.4071044921875,16.113037109375,14.706864356994629,27.98954200744629,5.7059326171875
same_protocol_validation,sel16773,4,4.9581298828125,15.66796875,15.099425315856934,28.60785675048828,10.7098388671875
same_protocol_validation,sel16773,5,14.02642822265625,16.4385986328125,15.129825592041016,28.64790916442871,2.41217041015625
same_protocol_validation,sel16773,6,14.5341796875,12.6962890625,14.522817611694336,27.77851676940918,-1.837890625
same_protocol_validation,sel16773,7,0.17279052734375,18.9132080078125,14.44853687286377,27.546119689941406,18.74041748046875
same_protocol_validation,sel16773,8,5.0146484375,37.6510009765625,14.283270835876465,27.2724666595459,32.6363525390625
same_protocol_validation,sel16773,9,-0.1009521484375,29.5205078125,14.333964347839355,27.37215805053711,29.6214599609375
same_protocol_validation,sel16773,10,9.7462158203125,8.311767578125,14.86316204071045,28.202272415161133,-1.4344482421875
same_protocol_validation,sel16773,11,5.42950439453125,32.8389892578125,14.966684341430664,28.410877227783203,27.40948486328125
same_protocol_validation,sel16773,12,7.69879150390625,21.6785888671875,15.07708740234375,28.664459228515625,13.97979736328125
same_protocol_validation,sel16773,13,7.3392333984375,33.6468505859375,14.423783302307129,27.601682662963867,26.3076171875
same_protocol_validation,sel16773,14,8.45977783203125,16.809814453125,14.786463737487793,28.03447151184082,8.35003662109375
same_protocol_validation,sel16773,15,3.9970703125,17.397216796875,14.713400840759277,28.025266647338867,13.400146484375
same_protocol_validation,sel16773,16,-12.76434326171875,5.2410888671875,14.975178718566895,28.453989028930664,18.00543212890625
same_protocol_validation,sel16773,17,12.4744873046875,22.0001220703125,14.806438446044922,28.122224807739258,9.525634765625
same_protocol_validation,sel16773,18,-6.3289794921875,27.4329833984375,14.716348648071289,28.021080017089844,33.761962890625
same_protocol_validation,sel16773,19,-3.486083984375,-9.461181640625,15.059066772460938,28.614295959472656,-5.97509765625
same_protocol_validation,sel16773,20,15.72509765625,39.21435546875,14.397932052612305,27.510177612304688,23.4892578125
same_protocol_validation,sel16773,21,5.589111328125,9.7139892578125,14.794968605041504,28.0225772857666,4.1248779296875
same_protocol_validation,sel16773,22,9.67767333984375,27.7109375,14.731058120727539,28.015897750854492,18.03326416015625
same_protocol_validation,sel16773,23,13.9237060546875,18.2642822265625,14.680071830749512,27.97857093811035,4.340576171875
same_protocol_validation,sel16773,24,4.43218994140625,31.3153076171875,13.784103393554688,26.477807998657227,26.88311767578125
same_protocol_validation,sel16773,25,0.10650634765625,35.0323486328125,14.325765609741211,27.298200607299805,34.92584228515625
same_protocol_validation,sel16773,26,11.833984375,13.047119140625,14.849390029907227,28.153244018554688,1.213134765625
same_protocol_validation,sel16773,27,4.8116455078125,26.224365234375,14.924970626831055,28.327438354492188,21.4127197265625
same_protocol_validation,sel16773,28,16.30743408203125,20.8934326171875,15.116996765136719,28.647254943847656,4.58599853515625
same_protocol_validation,sel16773,29,8.65789794921875,11.373291015625,15.118950843811035,28.723291397094727,2.71539306640625
same_protocol_validation,sele0405,0,18.6273193359375,-26.945068359375,14.961788177490234,27.969715118408203,-45.5723876953125
same_protocol_validation,sele0405,1,10.0029296875,-31.4288330078125,15.159940719604492,28.220849990844727,-41.4317626953125
same_protocol_validation,sele0405,2,-10.48748779296875,-32.96923828125,15.19644546508789,28.255346298217773,-22.48175048828125
same_protocol_validation,sele0405,3,-5.837158203125,-14.8677978515625,15.122007369995117,28.140413284301758,-9.0306396484375
same_protocol_validation,sele0405,4,6.4595947265625,-23.544677734375,14.71696662902832,27.438514709472656,-30.0042724609375
same_protocol_validation,sele0405,5,2.03717041015625,-15.3780517578125,14.716699600219727,27.37188148498535,-17.41522216796875
same_protocol_validation,sele0405,6,9.91656494140625,-19.786865234375,14.949843406677246,27.821533203125,-29.70343017578125
same_protocol_validation,sele0405,7,-7.7230224609375,-39.6710205078125,15.27441120147705,28.25284194946289,-31.947998046875
same_protocol_validation,sele0405,8,5.09307861328125,-15.295166015625,15.177949905395508,28.106861114501953,-20.38824462890625
same_protocol_validation,sele0405,9,-12.912353515625,-24.3087158203125,15.352119445800781,28.42759895324707,-11.3963623046875
same_protocol_validation,sele0405,10,-7.840087890625,-18.0340576171875,15.412662506103516,28.57731819152832,-10.1939697265625
same_protocol_validation,sele0405,11,-5.36785888671875,-26.5343017578125,15.653778076171875,28.897695541381836,-21.16644287109375
same_protocol_validation,sele0405,12,-1.62872314453125,-29.967041015625,15.502814292907715,28.552515029907227,-28.33831787109375
same_protocol_validation,sele0405,13,-10.82855224609375,-29.4912109375,15.376727104187012,28.352062225341797,-18.66265869140625
same_protocol_validation,sele0405,14,-11.16815185546875,-25.5015869140625,15.33625602722168,28.191057205200195,-14.33343505859375
same_protocol_validation,sele0405,15,-19.1868896484375,-32.3482666015625,15.366453170776367,28.341814041137695,-13.161376953125
same_protocol_validation,sele0405,16,-34.30535888671875,-27.8751220703125,15.285698890686035,28.14984893798828,6.43023681640625
same_protocol_validation,sele0405,17,-13.7540283203125,-20.2110595703125,15.306814193725586,28.21277618408203,-6.45703125
same_protocol_validation,sele0405,18,4.74273681640625,-43.2120361328125,15.647753715515137,28.74043083190918,-47.95477294921875
same_protocol_validation,sele0405,19,-3.3447265625,-26.98046875,15.623241424560547,28.689481735229492,-23.6357421875
same_protocol_validation,sele0405,20,-7.82855224609375,-35.837890625,15.15450382232666,27.94841194152832,-28.00933837890625
same_protocol_validation,sele0405,21,1.89581298828125,-8.287353515625,14.846303939819336,27.568851470947266,-10.18316650390625
same_protocol_validation,sele0405,22,17.10211181640625,-16.955810546875,15.036243438720703,27.86982536315918,-34.05792236328125
same_protocol_validation,sele0405,23,-0.7364501953125,-22.7392578125,14.854291915893555,27.506553649902344,-22.0028076171875
same_protocol_validation,sele0405,24,6.4581298828125,-31.00927734375,14.87332820892334,27.584365844726562,-37.4674072265625
same_protocol_validation,sele0405,25,-7.14178466796875,-20.42919921875,14.840726852416992,27.553186416625977,-13.28741455078125
same_protocol_validation,sele0405,26,-0.24798583984375,-34.57373046875,14.663905143737793,27.317628860473633,-34.32574462890625
same_protocol_validation,sele0405,27,-16.90948486328125,-32.743408203125,14.942880630493164,27.798301696777344,-15.83392333984375
same_protocol_validation,sele0405,28,5.0191650390625,-39.431640625,15.14574146270752,28.062400817871094,-44.4508056640625
same_protocol_validation,sele0405,29,-16.378662109375,-8.7178955078125,14.869499206542969,27.64176368713379,7.6607666015625
same_protocol_validation,sel50,0,38.83355712890625,41.603515625,16.73787498474121,33.1452751159668,2.76995849609375
same_protocol_validation,sel50,1,36.7252197265625,72.6732177734375,16.890714645385742,33.64849090576172,35.947998046875
same_protocol_validation,sel50,2,2.6468505859375,23.7275390625,15.459532737731934,29.84346580505371,21.0806884765625
same_protocol_validation,sel50,3,3.29400634765625,80.399658203125,18.262346267700195,36.24214553833008,77.10565185546875
same_protocol_validation,sel50,4,14.5328369140625,67.910888671875,16.746902465820312,33.34784698486328,53.3780517578125
same_protocol_validation,sel50,5,27.616943359375,119.6260986328125,16.846635818481445,33.661617279052734,92.0091552734375
same_protocol_validation,sel50,6,3.53961181640625,42.5269775390625,14.959115028381348,29.01496124267578,38.98736572265625
same_protocol_validation,sel50,7,14.53125,111.77783203125,17.585107803344727,34.97758483886719,97.24658203125
same_protocol_validation,sel50,8,29.6646728515625,80.2218017578125,17.75057601928711,35.13783264160156,50.55712890625
same_protocol_validation,sel50,9,28.94573974609375,83.307373046875,17.5321102142334,34.72669219970703,54.36163330078125
same_protocol_validation,sel50,10,4.6484375,12.348876953125,17.247875213623047,33.95872497558594,7.700439453125
same_protocol_validation,sel50,11,45.43328857421875,44.602294921875,16.972394943237305,33.52421188354492,-0.83099365234375
same_protocol_validation,sel50,12,13.771728515625,11.0020751953125,17.440616607666016,34.47426223754883,-2.7696533203125
same_protocol_validation,sel50,13,7.98443603515625,21.07470703125,18.12356185913086,35.56473922729492,13.09027099609375
same_protocol_validation,sel50,14,-4.2215576171875,-12.7916259765625,15.065394401550293,29.153602600097656,-8.570068359375
same_protocol_validation,sel50,15,12.963134765625,54.2275390625,17.781658172607422,34.9907112121582,41.264404296875
same_protocol_validation,sel50,16,6.93658447265625,26.2596435546875,15.623337745666504,30.342605590820312,19.32305908203125
same_protocol_validation,sel50,17,6.21240234375,80.0059814453125,17.603742599487305,35.13711166381836,73.7935791015625
same_protocol_validation,sel50,18,43.4532470703125,55.8748779296875,17.224641799926758,34.10648727416992,12.421630859375
same_protocol_validation,sel50,19,16.6324462890625,7.9390869140625,16.703088760375977,32.970558166503906,-8.693359375
same_protocol_validation,sel50,20,-1.2115478515625,-2.582763671875,18.303720474243164,35.91463088989258,-1.3712158203125
same_protocol_validation,sel50,21,10.1177978515625,-12.016845703125,16.308351516723633,32.23724365234375,-22.1346435546875
same_protocol_validation,sel50,22,9.64013671875,36.48193359375,17.233482360839844,34.12825393676758,26.841796875
same_protocol_validation,sel50,23,20.78204345703125,-31.8084716796875,17.321882247924805,34.01347351074219,-52.59051513671875
same_protocol_validation,sel50,24,13.2314453125,17.3111572265625,16.63492202758789,32.96950149536133,4.0797119140625
same_protocol_validation,sel50,25,1.20654296875,11.4056396484375,16.770238876342773,32.86372756958008,10.1990966796875
same_protocol_validation,sel50,26,13.9600830078125,3.8377685546875,16.85837745666504,33.430030822753906,-10.122314453125
same_protocol_validation,sel50,27,12.11572265625,46.94482421875,16.675321578979492,33.18903732299805,34.8291015625
same_protocol_validation,sel50,28,-3.60797119140625,10.1932373046875,14.854037284851074,28.927997589111328,13.80120849609375
same_protocol_validation,sel50,29,18.22735595703125,22.1326904296875,17.20029067993164,34.36567687988281,3.90533447265625
same_protocol_validation,sel50,30,29.6044921875,140.4525146484375,17.584203720092773,35.32155990600586,110.8480224609375
same_protocol_validation,sel803,0,-12.669677734375,-26.3927001953125,15.718417167663574,29.68463897705078,-13.7230224609375
same_protocol_validation,sel803,1,-16.02081298828125,-33.0439453125,15.713711738586426,29.781230926513672,-17.02313232421875
same_protocol_validation,sel803,2,-8.4910888671875,-39.0987548828125,16.068641662597656,30.254413604736328,-30.607666015625
same_protocol_validation,sel803,3,-17.52630615234375,-27.79638671875,16.07101058959961,30.302492141723633,-10.27008056640625
same_protocol_validation,sel803,4,-11.4110107421875,-39.5389404296875,15.728915214538574,29.845300674438477,-28.1279296875
